ym,ccode,gen_share,load_share
2017-12-01,AT,0.0941,0.078375
2017-12-01,BE,0.0242,0.02669999999999999
2017-12-01,BG,0.008400000000000001,0.00945
2017-12-01,CZ,0.0134,0.0138
2017-12-01,DE,0.067425,0.08545
2017-12-01,DK,0.0837,0.0918
2017-12-01,EE,0.0169,0.018749999999999996
2017-12-01,ES,0.0559,0.06620000000000001
2017-12-01,FI,0.04135,0.032600000000000004
2017-12-01,FR,0.0315,0.0318
2017-12-01,GR,0.004,0.0028
2017-12-01,HR,NA,NA
2017-12-01,HU,0.007225,0.00575
2017-12-01,IT,0.0296,0.02
2017-12-01,LT,0.08610000000000001,NA
2017-12-01,LU,0.0933,0.029875
2017-12-01,LV,0.08565,0.08315
2017-12-01,NL,0.0154,0.0134
2017-12-01,NO,0.0972,0.0808
2017-12-01,PL,0.0304,0.02789999999999999
2017-12-01,RO,0.0334,0.03415
2017-12-01,SE,0.0427,0.04629999999999999
2017-12-01,SI,0.0177,0.0184
2017-12-01,SK,0.0176,0.02039999999999999
2018-01-01,AT,0.06884986559139784,0.06479260752688172
2018-01-01,BE,0.016508467741935484,0.015015860215053762
2018-01-01,BG,0.009750940860215053,0.010318951612903225
2018-01-01,CZ,0.010667069892473117,0.011746505376344085
2018-01-01,DE,0.040744354838709675,0.04557325268817204
2018-01-01,DK,0.059934946236559136,0.06394825268817204
2018-01-01,EE,0.013558064516129032,0.015817204301075267
2018-01-01,ES,0.04037150537634408,0.039161424731182795
2018-01-01,FI,0.03948454301075269,0.03035040322580645
2018-01-01,FR,0.019466532258064516,0.022713978494623654
2018-01-01,GR,0.017379435483870966,0.013249731182795698
2018-01-01,HR,NA,NA
2018-01-01,HU,0.005964280913978493,0.004165658602150537
2018-01-01,IE,NA,NA
2018-01-01,IT,0.02844825268817204,0.023668548387096772
2018-01-01,LT,NA,NA
2018-01-01,LU,0.06669922715053764,0.02299842069892473
2018-01-01,LV,0.06557043010752688,0.08559516129032257
2018-01-01,NL,0.007752284946236559,0.006523387096774193
2018-01-01,NO,0.0979353494623656,0.10479650537634409
2018-01-01,PL,0.014880645161290321,0.013451612903225805
2018-01-01,PT,0.04197647849462365,0.04393239247311828
2018-01-01,RO,NA,NA
2018-01-01,SE,0.05303709677419355,0.05801586021505376
2018-01-01,SI,0.030181586021505374,0.03177876344086021
2018-01-01,SK,NA,NA
2018-02-01,AT,0.05912905505952381,0.04983541666666667
2018-02-01,BE,0.01611458333333333,0.015186755952380952
2018-02-01,BG,0.01405267857142857,0.015574107142857141
2018-02-01,CZ,0.010687797619047618,0.01177127976190476
2018-02-01,DE,0.030857886904761902,0.03494479166666666
2018-02-01,DK,0.05366116071428571,0.06175014880952381
2018-02-01,EE,NA,NA
2018-02-01,ES,0.04039196428571428,0.03937380952380952
2018-02-01,FI,0.037969642857142855,0.029794196428571427
2018-02-01,FR,0.01866770833333333,0.01993779761904762
2018-02-01,GR,0.018495089285714285,0.013927083333333333
2018-02-01,HR,NA,NA
2018-02-01,HU,0.005977492559523808,0.003973697916666666
2018-02-01,IE,0.03997425595238095,0.039566369047619045
2018-02-01,IT,0.02755297619047619,0.02277752976190476
2018-02-01,LT,0.06379464285714286,0.014808035714285713
2018-02-01,LU,0.06376688988095237,0.015693861607142857
2018-02-01,LV,0.04183616071428571,0.045584821428571426
2018-02-01,NL,0.005436160714285714,0.004999404761904761
2018-02-01,NO,NA,0.10788616071428571
2018-02-01,PL,0.007276785714285713,0.006492410714285714
2018-02-01,PT,0.044313988095238094,0.046510416666666665
2018-02-01,RO,NA,NA
2018-02-01,SE,0.05309568452380952,0.05710386904761905
2018-02-01,SI,0.022163541666666665,0.02177723214285714
2018-02-01,SK,NA,NA
2018-03-01,AT,0.06594653897849462,0.0502487567204301
2018-03-01,BE,0.015346639784946235,0.014099865591397849
2018-03-01,BG,0.01919032258064516,0.02254059139784946
2018-03-01,CZ,0.00986760752688172,0.012123252688172041
2018-03-01,DE,0.036398353494623656,0.04066243279569892
2018-03-01,DK,0.05247043010752688,0.06318010752688172
2018-03-01,EE,NA,NA
2018-03-01,ES,0.05889247311827957,0.06224193548387097
2018-03-01,FI,0.035004301075268814,0.02847997311827957
2018-03-01,FR,0.020015994623655914,0.021701612903225805
2018-03-01,GR,NA,NA
2018-03-01,HR,NA,NA
2018-03-01,HU,0.006601377688172042,0.003853360215053763
2018-03-01,IE,0.034041801075268815,0.03219408602150538
2018-03-01,IT,0.034140053763440856,0.02850336021505376
2018-03-01,LT,NA,NA
2018-03-01,LU,0.06605665322580645,0.016734610215053763
2018-03-01,LV,NA,NA
2018-03-01,NL,0.0060157258064516125,0.005182930107526881
2018-03-01,NO,0.09770887096774193,0.09661559139784946
2018-03-01,PL,0.010004435483870967,0.009007123655913978
2018-03-01,PT,0.07355819892473119,0.09165201612903226
2018-03-01,RO,NA,NA
2018-03-01,SE,0.05095268817204301,NA
2018-03-01,SI,0.029181854838709675,0.03189220430107527
2018-03-01,SK,NA,NA
2018-04-01,AT,NA,0.09551236111111111
2018-04-01,BE,0.019685555555555553,0.016188472222222222
2018-04-01,BG,0.027240416666666666,0.032709444444444444
2018-04-01,CZ,0.014565972222222221,0.017586527777777777
2018-04-01,DE,0.04376659722222222,0.04782017361111111
2018-04-01,DK,0.06034069444444445,0.06351916666666667
2018-04-01,EE,NA,NA
2018-04-01,ES,0.055085694444444444,0.0540825
2018-04-01,FI,0.03938611111111111,0.02905597222222222
2018-04-01,FR,0.023116944444444443,0.027319166666666665
2018-04-01,GR,0.029270555555555553,0.01832013888888889
2018-04-01,HR,NA,NA
2018-04-01,HU,0.007553402777777777,0.005074027777777777
2018-04-01,IE,NA,NA
2018-04-01,IT,0.04318361111111111,0.03712527777777778
2018-04-01,LT,NA,NA
2018-04-01,LU,0.07169861111111112,0.021012291666666665
2018-04-01,LV,0.08100666666666667,0.11775125
2018-04-01,NL,0.006602916666666666,0.004977638888888888
2018-04-01,NO,0.09638402777777778,0.09018194444444444
2018-04-01,PL,0.014161805555555554,0.01257861111111111
2018-04-01,PT,0.07361305555555556,0.08053375
2018-04-01,RO,NA,NA
2018-04-01,SE,0.04971902777777778,0.05594458333333333
2018-04-01,SI,0.06490569444444444,0.05924472222222222
2018-04-01,SK,0.021723055555555554,0.021439305555555555
2018-05-01,AT,NA,0.09926596102150538
2018-05-01,BE,0.020576075268817204,0.016283198924731183
2018-05-01,BG,0.026227016129032256,0.02961008064516129
2018-05-01,CZ,0.01379032258064516,0.01753010752688172
2018-05-01,DE,0.04517560483870968,0.04765255376344086
2018-05-01,DK,0.06618118279569893,0.043050940860215055
2018-05-01,EE,0.013586827956989246,0.014258064516129031
2018-05-01,ES,0.04466115591397849,0.042112231182795695
2018-05-01,FI,0.051101747311827955,0.03851397849462365
2018-05-01,FR,0.023765725806451612,0.0298005376344086
2018-05-01,GR,0.023436021505376343,0.01748817204301075
2018-05-01,HR,NA,NA
2018-05-01,HU,0.007175235215053762,0.004031182795698924
2018-05-01,IE,0.024617943548387096,0.02362768817204301
2018-05-01,IT,0.046209005376344085,0.040474865591397846
2018-05-01,LT,0.06240174731182796,0.016346908602150538
2018-05-01,LU,0.07328101478494624,0.017620665322580643
2018-05-01,LV,NA,NA
2018-05-01,NL,0.006333870967741935,0.004116263440860215
2018-05-01,NO,0.09526021505376345,0.09977782258064516
2018-05-01,PL,0.009853494623655912,0.00851263440860215
2018-05-01,PT,0.0489880376344086,0.04824233870967742
2018-05-01,RO,0.05246048387096774,0.05260685483870968
2018-05-01,SE,0.0578505376344086,0.07297043010752688
2018-05-01,SI,0.04946935483870968,0.05639408602150538
2018-05-01,SK,NA,NA
2018-06-01,AT,NA,0.09151958333333333
2018-06-01,BE,0.021350694444444443,0.016802638888888888
2018-06-01,BG,0.016730138888888888,0.02156986111111111
2018-06-01,CZ,0.013327083333333333,0.0162825
2018-06-01,DE,0.03922798611111111,0.04116524305555556
2018-06-01,DK,0.06958638888888889,0.0454125
2018-06-01,EE,NA,NA
2018-06-01,ES,0.04289819444444444,0.03928972222222222
2018-06-01,FI,NA,NA
2018-06-01,FR,0.024310416666666664,0.03033097222222222
2018-06-01,GR,0.019186944444444444,0.014713333333333332
2018-06-01,HR,NA,NA
2018-06-01,HU,0.008040763888888887,0.004398506944444444
2018-06-01,IE,0.016505902777777776,0.01556986111111111
2018-06-01,IT,0.04582166666666666,0.03999611111111111
2018-06-01,LT,0.07406861111111111,0.015121944444444443
2018-06-01,LU,0.07260840277777778,0.01561267361111111
2018-06-01,LV,0.04441111111111111,0.02258444444444444
2018-06-01,NL,0.005684444444444444,0.0040551388888888885
2018-06-01,NO,0.09561805555555555,0.10431166666666666
2018-06-01,PL,0.008641666666666666,0.0076169444444444435
2018-06-01,PT,0.04242611111111111,0.04705569444444444
2018-06-01,RO,0.04194861111111111,0.04246736111111111
2018-06-01,SE,0.04698541666666666,0.05635875
2018-06-01,SI,0.04224208333333333,0.04365083333333333
2018-06-01,SK,NA,NA
2018-07-01,AT,0.08718719758064516,0.07376626344086021
2018-07-01,BE,0.01950739247311828,0.01628024193548387
2018-07-01,BG,0.020055779569892473,0.026164784946236558
2018-07-01,CZ,0.013785752688172042,0.01718481182795699
2018-07-01,DE,0.03499136424731183,0.038851948924731185
2018-07-01,DK,0.05670887096774194,0.03754771505376344
2018-07-01,EE,NA,NA
2018-07-01,ES,0.03728736559139785,0.03432217741935484
2018-07-01,FI,0.03359126344086021,0.024017338709677417
2018-07-01,FR,0.018750940860215053,0.022223655913978492
2018-07-01,GR,0.015433467741935483,0.011161693548387096
2018-07-01,HR,NA,NA
2018-07-01,HU,0.0056858870967741925,0.004220362903225806
2018-07-01,IE,0.016120228494623655,NA
2018-07-01,IT,0.036902419354838706,0.03135174731182796
2018-07-01,LT,0.07684569892473118,0.013999462365591396
2018-07-01,LU,0.07152735215053764,0.01385198252688172
2018-07-01,LV,0.030687231182795698,0.020648924731182794
2018-07-01,NL,0.003675672043010752,0.0029256720430107523
2018-07-01,NO,0.09533185483870968,0.10541747311827956
2018-07-01,PL,0.007318010752688171,0.006707123655913977
2018-07-01,PT,0.034534677419354835,0.03963077956989247
2018-07-01,RO,NA,NA
2018-07-01,SE,0.0392635752688172,0.04261088709677419
2018-07-01,SI,0.026808602150537632,0.02859529569892473
2018-07-01,SK,NA,NA
2018-08-01,AT,0.08470665322580645,0.06031918682795699
2018-08-01,BE,0.019809811827956988,0.016100806451612902
2018-08-01,BG,0.017946370967741935,0.024083736559139785
2018-08-01,CZ,0.013258602150537634,0.01616545698924731
2018-08-01,DE,0.035883770161290324,0.04043706317204301
2018-08-01,DK,0.07207983870967742,0.051148252688172045
2018-08-01,EE,NA,NA
2018-08-01,ES,0.034134139784946234,0.03239758064516129
2018-08-01,FI,0.03746061827956989,0.025056989247311826
2018-08-01,FR,0.017411290322580646,0.019956854838709678
2018-08-01,GR,0.02354206989247312,0.019246236559139783
2018-08-01,HR,NA,NA
2018-08-01,HU,0.005413844086021504,0.0034892473118279567
2018-08-01,IE,0.026186962365591395,0.025878763440860215
2018-08-01,IT,0.0339,0.030489650537634406
2018-08-01,LT,0.06364274193548387,NA
2018-08-01,LU,0.07169452284946237,0.01575981182795699
2018-08-01,LV,NA,NA
2018-08-01,NL,0.00517513440860215,0.004242876344086021
2018-08-01,NO,0.09687822580645161,0.11319287634408602
2018-08-01,PL,0.007626075268817203,0.006975806451612903
2018-08-01,PT,0.034791666666666665,0.038023790322580645
2018-08-01,RO,NA,NA
2018-08-01,SE,0.04959274193548387,0.05196989247311828
2018-08-01,SI,0.022397177419354836,0.02514784946236559
2018-08-01,SK,NA,NA
2018-09-01,AT,0.07891114583333333,0.061988229166666665
2018-09-01,BE,0.02144236111111111,0.015440416666666665
2018-09-01,BG,0.016091388888888888,0.0207125
2018-09-01,CZ,0.011748888888888889,NA
2018-09-01,DE,0.03858479166666667,0.04265135416666666
2018-09-01,DK,0.07627777777777778,0.06987694444444445
2018-09-01,EE,NA,NA
2018-09-01,ES,0.0299375,0.02848236111111111
2018-09-01,FI,0.04015111111111111,0.0282175
2018-09-01,FR,0.01491236111111111,0.01762236111111111
2018-09-01,GR,NA,0.01809611111111111
2018-09-01,HR,NA,NA
2018-09-01,HU,0.0055512152777777764,0.0040127777777777774
2018-09-01,IE,0.031304791666666665,0.030622569444444442
2018-09-01,IT,0.02952361111111111,0.026040972222222222
2018-09-01,LT,0.06497902777777778,NA
2018-09-01,LU,0.07036885416666666,NA
2018-09-01,LV,NA,NA
2018-09-01,NL,0.007191388888888888,0.00590361111111111
2018-09-01,NO,0.09726847222222222,0.11235694444444444
2018-09-01,PL,0.01012861111111111,0.009174999999999999
2018-09-01,PT,0.029669166666666667,0.03101388888888889
2018-09-01,RO,NA,NA
2018-09-01,SE,0.05583069444444444,0.05892375
2018-09-01,SI,0.02620486111111111,0.029699999999999997
2018-09-01,SK,NA,NA
2018-10-01,AT,0.06949203629032258,0.05355816532258064
2018-10-01,BE,0.01915524193548387,0.014915456989247311
2018-10-01,BG,0.013916801075268817,NA
2018-10-01,CZ,NA,NA
2018-10-01,DE,0.039054469086021504,0.04361327284946236
2018-10-01,DK,0.07132728494623655,0.0709018817204301
2018-10-01,EE,NA,NA
2018-10-01,ES,0.03474502688172043,0.03586290322580645
2018-10-01,FI,0.040979166666666664,0.029234543010752685
2018-10-01,FR,0.014088306451612902,0.01606075268817204
2018-10-01,GR,0.020161424731182796,0.017446908602150535
2018-10-01,HR,NA,NA
2018-10-01,HU,0.007343716397849461,0.005108568548387096
2018-10-01,IE,NA,NA
2018-10-01,IT,0.028586155913978492,0.024409274193548384
2018-10-01,LT,NA,NA
2018-10-01,LU,0.06425655241935484,NA
2018-10-01,LV,NA,NA
2018-10-01,NL,0.008352284946236558,0.007410483870967741
2018-10-01,NO,NA,NA
2018-10-01,PL,0.012845564516129032,NA
2018-10-01,PT,0.04274717741935484,0.04328064516129032
2018-10-01,RO,NA,NA
2018-10-01,SE,0.04683454301075269,0.051248790322580645
2018-10-01,SI,NA,NA
2018-10-01,SK,NA,NA
2018-11-01,AT,0.05962166666666666,0.04821607638888889
2018-11-01,BE,0.018907499999999997,0.01544986111111111
2018-11-01,BG,0.010812222222222221,0.013602777777777776
2018-11-01,CZ,0.00837597222222222,0.010623194444444444
2018-11-01,DE,0.03403590277777778,0.03818236111111111
2018-11-01,DK,0.06313694444444444,0.05753
2018-11-01,EE,NA,NA
2018-11-01,ES,NA,NA
2018-11-01,FI,0.03821097222222222,NA
2018-11-01,FR,0.015050277777777777,0.01602361111111111
2018-11-01,GR,0.02119125,0.017726527777777775
2018-11-01,HR,NA,NA
2018-11-01,HU,0.006816458333333332,0.0046246874999999995
2018-11-01,IE,0.04884513888888889,NA
2018-11-01,IT,0.032153888888888885,0.028891388888888887
2018-11-01,LT,NA,NA
2018-11-01,LU,0.06415621527777778,NA
2018-11-01,LV,0.0277175,0.02141861111111111
2018-11-01,NL,0.008939305555555555,0.007738333333333332
2018-11-01,NO,0.09748013888888889,0.10916402777777778
2018-11-01,PL,0.009716388888888889,0.008855416666666666
2018-11-01,PT,0.04658833333333333,0.05166305555555555
2018-11-01,RO,NA,NA
2018-11-01,SE,0.05176486111111111,0.05675736111111111
2018-11-01,SI,0.032486666666666664,0.04185069444444444
2018-11-01,SK,0.01322375,0.011504583333333332
2018-12-01,AT,0.06001498655913978,0.05583346774193548
2018-12-01,BE,0.020286290322580645,0.01568978494623656
2018-12-01,BG,0.011686021505376343,0.013536021505376344
2018-12-01,CZ,0.008004973118279569,0.010279704301075268
2018-12-01,DE,0.04222066532258065,0.04863649193548387
2018-12-01,DK,0.060908467741935486,0.06836505376344086
2018-12-01,EE,NA,NA
2018-12-01,ES,0.03830094086021505,0.03733709677419355
2018-12-01,FI,0.03335967741935484,0.02477970430107527
2018-12-01,FR,0.01657204301075269,0.018824462365591398
2018-12-01,GR,0.015463037634408601,0.012698387096774193
2018-12-01,HR,NA,NA
2018-12-01,HU,0.006532056451612902,0.0047144825268817196
2018-12-01,IE,0.050966397849462365,NA
2018-12-01,IT,NA,NA
2018-12-01,LT,NA,NA
2018-12-01,LU,0.06476512096774194,NA
2018-12-01,LV,0.026678897849462365,0.020992204301075266
2018-12-01,NL,0.009584811827956988,0.008243548387096773
2018-12-01,NO,0.09694771505376344,0.09540389784946236
2018-12-01,PL,0.012760080645161289,0.012040725806451612
2018-12-01,PT,0.04881048387096774,0.0511002688172043
2018-12-01,RO,NA,NA
2018-12-01,SE,0.05052298387096774,0.05672782258064516
2018-12-01,SI,0.02213508064516129,0.020486290322580644
2018-12-01,SK,0.016647177419354838,0.015895564516129033
2019-01-01,AT,0.06176176075268817,0.05722385752688172
2019-01-01,BE,0.015489516129032257,0.014476209677419354
2019-01-01,BG,0.008503360215053763,0.009312634408602149
2019-01-01,CZ,0.00895268817204301,0.010792338709677418
2019-01-01,DE,0.039258870967741936,0.04656878360215053
2019-01-01,DK,0.060769354838709676,0.07030013440860215
2019-01-01,EE,0.013064919354838708,0.01486061827956989
2019-01-01,ES,0.03973010752688172,0.0403883064516129
2019-01-01,FI,0.03151733870967742,0.022575537634408602
2019-01-01,FR,0.014629838709677418,0.015114784946236559
2019-01-01,GR,0.017369354838709675,0.014648252688172042
2019-01-01,HR,0.053043817204301076,0.03684475806451613
2019-01-01,HU,0.006444690860215053,0.00488323252688172
2019-01-01,IE,NA,NA
2019-01-01,IT,0.02873467741935484,0.024914919354838708
2019-01-01,LT,0.07203897849462365,0.019522311827956988
2019-01-01,LU,0.06359603494623656,0.012959038978494623
2019-01-01,LV,0.025888844086021504,0.021414919354838708
2019-01-01,NL,0.008267204301075267,0.007857123655913978
2019-01-01,NO,0.09736236559139785,0.0975
2019-01-01,PL,0.013301075268817204,0.012459139784946236
2019-01-01,PT,0.04908064516129032,0.049444489247311825
2019-01-01,RO,0.03344650537634408,0.03219099462365591
2019-01-01,SE,0.051839919354838705,0.054449731182795696
2019-01-01,SI,NA,0.014679301075268816
2019-01-01,SK,0.018666397849462363,0.017459274193548386
2019-02-01,AT,0.06285896577380952,0.05534032738095238
2019-02-01,BE,0.01649642857142857,0.015307738095238095
2019-02-01,BG,0.013315625,0.01587752976190476
2019-02-01,CZ,0.009735565476190476,0.012145535714285713
2019-02-01,DE,0.03876395089285714,0.04417064732142857
2019-02-01,DK,0.06472485119047619,0.06839017857142857
2019-02-01,EE,0.024076488095238095,0.020898065476190476
2019-02-01,ES,0.03865997023809524,0.037978571428571424
2019-02-01,FI,0.03573377976190476,0.026436458333333333
2019-02-01,FR,0.01624985119047619,0.018470386904761903
2019-02-01,GR,0.02474642857142857,0.017998511904761903
2019-02-01,HR,0.06350491071428571,0.048019345238095236
2019-02-01,HU,0.008439843749999999,0.005109561011904761
2019-02-01,IE,NA,NA
2019-02-01,IT,0.03393467261904762,0.028636458333333333
2019-02-01,LT,0.07912083333333333,0.02523110119047619
2019-02-01,LU,0.06581990327380953,0.013659598214285713
2019-02-01,LV,0.0439702380952381,0.03357276785714285
2019-02-01,NL,0.007319047619047618,0.006874107142857142
2019-02-01,NO,NA,NA
2019-02-01,PL,0.015076785714285713,0.013561755952380952
2019-02-01,PT,0.050557142857142856,0.044066964285714286
2019-02-01,RO,NA,NA
2019-02-01,SE,0.05292366071428571,0.06006056547619047
2019-02-01,SI,0.02698095238095238,0.02875014880952381
2019-02-01,SK,0.02148392857142857,0.02066815476190476
2019-03-01,AT,0.07906885080645161,0.07504932795698925
2019-03-01,BE,0.019245026881720428,0.0191619623655914
2019-03-01,BG,0.012857526881720429,0.01572728494623656
2019-03-01,CZ,0.013339112903225805,NA
2019-03-01,DE,0.05044764784946237,0.057888373655913976
2019-03-01,DK,0.07220497311827957,0.08321478494623656
2019-03-01,EE,NA,NA
2019-03-01,ES,0.044364112903225804,0.04251680107526882
2019-03-01,FI,0.03814677419354839,0.027988575268817203
2019-03-01,FR,0.020676209677419354,0.02412258064516129
2019-03-01,GR,NA,NA
2019-03-01,HR,0.06412836021505376,0.03608158602150537
2019-03-01,HU,0.008387668010752686,0.0051198252688172035
2019-03-01,IE,0.04543198924731183,0.04103333333333333
2019-03-01,IT,0.03411021505376344,0.02920336021505376
2019-03-01,LT,0.07779368279569893,0.026511962365591397
2019-03-01,LU,0.07300870295698925,0.01734485887096774
2019-03-01,LV,0.06407983870967741,0.06869852150537634
2019-03-01,NL,0.009186693548387095,0.008033602150537634
2019-03-01,NO,0.09752540322580645,0.08441922043010752
2019-03-01,PL,0.01707016129032258,0.015100537634408601
2019-03-01,PT,0.057129838709677416,0.04843844086021505
2019-03-01,RO,0.041040860215053765,0.04157943548387097
2019-03-01,SE,0.05345604838709677,0.061431317204301075
2019-03-01,SI,0.024243279569892473,0.023004301075268817
2019-03-01,SK,0.02739784946236559,NA
2019-04-01,AT,0.08117163194444445,0.08933197916666667
2019-04-01,BE,0.015362638888888887,0.016009166666666665
2019-04-01,BG,0.012663888888888888,0.015319444444444443
2019-04-01,CZ,0.0141,0.017036666666666665
2019-04-01,DE,0.04573010416666667,0.05096517361111111
2019-04-01,DK,0.06892152777777778,0.057854722222222224
2019-04-01,EE,0.018208333333333333,0.01613083333333333
2019-04-01,ES,0.04263527777777778,0.041064166666666665
2019-04-01,FI,0.039536388888888885,0.029878194444444443
2019-04-01,FR,0.01860458333333333,0.021016944444444442
2019-04-01,GR,NA,NA
2019-04-01,HR,0.07132986111111111,0.0428375
